UF,MUNICIPIO,ZONA,ELEITORES_TOTAL,ELEITORES_FEMININO,ELEITORES_MASCULINO,SECOES
SP,Cravinhos,293,26934,13922,13012,84
SP,Cristais Paulista,240,7259,3623,3636,22
SP,Cruzeiro,42,55458,29431,26027,175
SP,Cruzália,290,1949,994,955,8
SP,Cubatão,119,89469,46492,42977,316
SP,Cunha,43,17802,8817,8985,57
SP,Cássia dos Coqueiros,32,2644,1295,1349,10
SP,Cândido Mota,226,22651,11729,10922,76
SP,Cândido Rodrigues,139,2848,1477,1371,8
SP,Descalvado,44,24593,12792,11801,73
SP,Diadema,222,86761,46652,40109,253
SP,Diadema,329,158683,84700,73983,457
SP,Diadema,426,83696,44502,39194,228
SP,Dirce Reis,152,1691,835,856,6
SP,Divinolândia,229,9397,4887,4510,35
SP,Dobrada,170,6657,3387,3270,20
SP,Dois Córregos,241,18280,9457,8823,71
SP,Dolcinópolis,233,2351,1150,1201,8
SP,Dourado,107,6749,3407,3342,22
SP,Dracena,149,32957,17700,15257,97
SP,Duartina,159,9727,5088,4639,28
SP,Dumont,293,7266,3748,3518,24
SP,Echaporã,15,5004,2611,2393,17
SP,Eldorado,148,10745,5413,5332,50
SP,Elias Fausto,358,13341,6741,6600,43
SP,Elisiário,40,2724,1350,1374,9
SP,Embaúba,171,2420,1176,1244,8
SP,Embu das Artes,341,99969,53575,46394,327
SP,Embu das Artes,391,103285,55400,47885,307
SP,Embu-Guaçu,370,52923,27491,25432,150
SP,Emilianópolis,165,2709,1383,1326,8
SP,Engenheiro Coelho,75,14733,7448,7285,49
SP,Espírito Santo do Pinhal,91,30674,16099,14575,111
SP,Espírito Santo do Turvo,114,3567,1793,1774,10
SP,Estiva Gerbi,216,9424,4845,4579,27
SP,Estrela d'Oeste,233,7052,3583,3469,23
SP,Estrela do Norte,261,2461,1232,1229,8
SP,Euclides da Cunha Paulista,330,6335,3290,3045,21
SP,Fartura,234,12434,6588,5846,39
SP,Fernando Prestes,139,5033,2601,2432,17
SP,Fernandópolis,150,49435,26460,22975,154
SP,Fernão,47,1694,869,825,6
SP,Ferraz de Vasconcelos,401,127166,66999,60167,444
SP,Flora Rica,196,1425,726,699,6
SP,Floreal,162,2673,1366,1307,8
SP,Florínea,290,2637,1329,1308,8
SP,Flórida Paulista,157,7348,3752,3596,24
SP,Franca,46,117434,63229,54205,350
SP,Franca,291,120646,64826,55820,379
SP,Francisco Morato,367,125021,65771,59250,353
SP,Franco da Rocha,192,106240,55868,50372,295
SP,Gabriel Monteiro,210,2676,1354,1322,8
SP,Garça,47,32087,17024,15063,121
SP,Gastão Vidigal,162,2871,1449,1422,10
SP,Gavião Peixoto,13,4095,2029,2066,14
SP,General Salgado,225,7972,4108,3864,26
SP,Getulina,297,7050,3672,3378,25
SP,Glicério,289,4012,2013,1999,16
SP,Guaimbê,297,4504,2326,2178,15
SP,Guaiçara,297,8030,4129,3901,29
SP,Guapiara,37,13585,6701,6884,52
SP,Guapiaçu,312,15721,8155,7566,48
SP,Guaraci,80,7986,4021,3965,27
SP,Guarani d'Oeste,302,1789,930,859,5
SP,Guarantã,31,4739,2438,2301,17
SP,Guararapes,151,23310,12248,11062,78
SP,Guararema,319,25623,13202,12421,78
SP,Guaratinguetá,48,89766,47702,42064,322
SP,Guaraçaí,153,6095,3117,2978,21
SP,Guareí,140,8863,4343,4520,28
SP,Guariba,197,27885,14434,13451,101
SP,Guarujá,212,128359,68378,59981,367
SP,Guarujá,310,106995,56942,50053,327
SP,Guarulhos,176,134974,73502,61472,434
SP,Guarulhos,185,152627,81785,70842,432
SP,Guarulhos,278,100971,55382,45589,324
SP,Guarulhos,279,122864,65689,57175,391
SP,Guarulhos,393,127554,68985,58569,416
SP,Guarulhos,394,164852,87422,77430,451
SP,Guarulhos,395,129356,68617,60739,391
SP,Guará,60,14109,7515,6594,48
SP,Guatapará,293,5776,2893,2883,20
SP,Guaíra,169,28096,14742,13354,84
SP,Guzolândia,225,3503,1757,1746,12
SP,Gália,47,4617,2387,2230,19
SP,Herculândia,184,6890,3607,3283,20
SP,Holambra,360,12181,6227,5954,35
SP,Hortolândia,361,160980,85733,75247,484
SP,Iacanga,49,8194,4164,4030,31
SP,Iacri,184,4717,2448,2269,16
SP,Iaras,205,4344,2152,2192,16
SP,Ibaté,410,26091,13314,12777,103
SP,Ibirarema,83,5026,2606,2420,14
SP,Ibirá,179,9010,4675,4335,31
SP,Ibitinga,49,40679,21426,19253,144
SP,Ibiúna,191,60926,31003,29923,193
SP,Icém,78,6073,3099,2974,22
SP,Iepê,106,5912,3108,2804,19
SP,Igarapava,50,19519,10188,9331,62
SP,Igaratá,115,9277,4694,4583,28
SP,Igaraçu do Tietê,200,17422,8983,8439,60
SP,Iguape,51,21733,11083,10650,72
SP,Ilha Comprida,51,13091,6805,6286,37
SP,Ilha Solteira,368,20035,10586,9449,63
SP,Ilhabela,132,30575,15939,14636,102
SP,Indaiatuba,211,185970,98161,87809,566
SP,Indiana,71,4041,2078,1963,14
SP,Indiaporã,302,3172,1641,1531,10
SP,Inúbia Paulista,69,3101,1576,1525,10
SP,Ipaussu,114,9865,5111,4754,28
SP,Iperó,369,21240,10934,10306,59
SP,Ipeúna,245,5783,2873,2910,21
SP,Ipiguá,312,4817,2453,2364,15
SP,Iporanga,148,3253,1640,1613,13
SP,Ipuã,123,11237,5711,5526,32
SP,Iracemápolis,243,17506,8876,8630,60
SP,Irapuru,196,4542,2337,2205,17
SP,Irapuã,207,5433,2746,2687,20
SP,Itaberá,236,13443,6793,6650,47
SP,Itajobi,79,12280,6337,5943,39
SP,Itaju,19,3150,1565,1585,9
SP,Itanhaém,189,82707,44749,37958,245
SP,Itaoca,10,2928,1451,1477,12
SP,Itapecerica da Serra,201,121928,63675,58253,358
SP,Itapetininga,52,112142,58415,53727,382
SP,Itapeva,53,67700,35226,32474,226
SP,Itapevi,359,165986,88120,77866,483
SP,Itapira,54,52756,27282,25474,161
SP,Itapirapuã Paulista,10,3260,1583,1677,10
SP,Itaporanga,56,10854,5559,5295,36
SP,Itapura,368,3595,1803,1792,12
SP,Itapuí,241,9384,4858,4526,34
SP,Itaquaquecetuba,377,105140,55500,49640,319
SP,Itaquaquecetuba,419,149391,79250,70141,426
SP,Itararé,57,33272,17516,15756,113
SP,Itariri,295,9656,4879,4777,29
SP,Itatiba,58,83352,44025,39327,242
SP,Itatinga,26,13836,6857,6979,45
SP,Itaí,301,16470,8518,7952,45
SP,Itirapina,245,10377,5295,5082,35
SP,Itirapuã,46,5181,2611,2570,16
SP,Itobi,39,5938,2944,2994,18
SP,Itu,59,126385,66285,60100,373
SP,Itupeva,65,47578,24512,23066,146
SP,Ituverava,60,27168,14491,12677,99
SP,Itápolis,55,28626,15006,13620,88
SP,Jaborandi,178,4976,2491,2485,14
SP,Jaboticabal,61,50352,26788,23564,162
SP,Jacareí,62,78950,41494,37456,287
SP,Jacareí,396,88777,47284,41493,270
SP,Jaci,72,5691,2864,2827,15
SP,Jacupiranga,228,12164,6177,5987,48
SP,Jaguariúna,333,44328,23327,21001,144
SP,Jales,152,35606,18803,16803,124
SP,Jambeiro,29,4958,2460,2498,16
SP,Jandira,304,75257,39047,36210,232
SP,Jardinópolis,204,29145,15224,13921,81
SP,Jarinu,344,26182,13213,12969,76
SP,Jaú,63,97433,51305,46128,330
SP,Jeriquara,155,3330,1704,1626,10
SP,Joanópolis,92,9290,4748,4542,31
SP,José Bonifácio,64,26595,13857,12738,83
SP,João Ramalho,106,3491,1774,1717,13
SP,Jumirim,142,2417,1201,1216,7
SP,Jundiaí,65,91554,48333,43221,276
SP,Jundiaí,281,156482,83198,73284,428
SP,Jundiaí,424,81049,43440,37609,270
SP,Junqueirópolis,196,13983,7276,6707,49
SP,Juquitiba,201,22601,11305,11296,76
SP,Juquiá,223,15091,7611,7480,66
SP,Júlio Mesquita,31,3685,1902,1783,12
SP,Lagoinha,128,5391,2597,2794,16
SP,Laranjal Paulista,142,20645,10694,9951,69
SP,Lavrinhas,42,6015,3021,2994,22
SP,Lavínia,146,3859,2051,1808,15
SP,Leme,188,71824,37395,34429,209
SP,Lençóis Paulista,161,50030,25892,24138,194
SP,Limeira,66,107279,56302,50977,366
SP,Limeira,399,107833,56641,51192,366
SP,Lindóia,134,5791,3024,2767,22
SP,Lins,67,52959,28254,24705,185
SP,Lorena,68,60379,32143,28236,194
SP,Lourdes,214,1862,936,926,7
SP,Louveira,345,38840,20015,18825,104
SP,Lucianópolis,159,2137,1034,1103,7
SP,Lucélia,69,13401,6944,6457,50
SP,Luiziânia,289,3769,1928,1841,15
SP,Lupércio,180,3290,1721,1569,15
SP,Lutécia,12,2358,1203,1155,8
SP,Luís Antônio,133,10020,5064,4956,27
SP,Macatuba,86,12313,6252,6061,44
SP,Macaubal,77,5864,2965,2899,18
SP,Macedônia,302,4117,2070,2047,11
SP,Magda,162,2783,1398,1385,9
SP,Mairinque,131,37866,19600,18266,119
SP,Mairiporã,237,64616,33679,30937,208
SP,Manduri,94,6971,3524,3447,22
SP,Marabá Paulista,102,3191,1554,1637,10
SP,Maracaí,290,10240,5215,5025,41
SP,Marapoama,79,2756,1395,1361,9
SP,Marinópolis,232,1741,874,867,7
SP,Mariápolis,157,2860,1460,1400,10
SP,Martinópolis,71,17806,9341,8465,61
SP,Marília,70,82720,44869,37851,282
SP,Marília,400,87127,46785,40342,297
SP,Matão,170,63218,33014,30204,217
SP,Mauá,217,88224,47080,41144,272
SP,Mauá,339,97940,51912,46028,303
SP,Mauá,365,121620,64140,57480,351
SP,Mendonça,64,5172,2622,2550,14
SP,Meridiano,302,3731,1926,1805,12
SP,Mesópolis,427,1876,947,929,7
SP,Miguelópolis,208,14937,7773,7164,52
SP,Mineiros do Tietê,241,8616,4449,4167,33
SP,Mira Estrela,224,2853,1443,1410,8
SP,Miracatu,218,15083,7694,7389,61
SP,Mirandópolis,153,17756,9179,8577,66
SP,Mirante do Paranapanema,165,12661,6481,6180,43
SP,Mirassol,72,42793,22494,20299,132
SP,Mirassolândia,72,4107,2055,2052,11
SP,Mococa,73,48455,25101,23354,156
SP,Mogi Guaçu,216,112068,58485,53583,346
SP,Mogi Mirim,75,66541,35054,31487,215
SP,Mogi das Cruzes,74,94856,51074,43782,309
SP,Mogi das Cruzes,287,159075,84576,74499,455
SP,Mogi das Cruzes,319,74667,39879,34788,218
SP,Mombuca,38,3110,1586,1524,11
SP,Mongaguá,189,49951,26929,23022,147
SP,Monte Alegre do Sul,8,6236,3196,3040,22
SP,Monte Alto,76,35744,18790,16954,123
SP,Monte Aprazível,77,16731,8669,8062,52
SP,Monte Azul Paulista,171,14107,7302,6805,45
SP,Monte Castelo,175,3310,1705,1605,11
SP,Monte Mor,358,46399,23968,22431,159
SP,Monteiro Lobato,282,3800,1864,1936,13
SP,Monções,162,2100,1060,1040,7
SP,Morro Agudo,336,19835,10194,9641,61
SP,Morungaba,58,10462,5419,5043,31
SP,Motuca,239,3359,1699,1660,11
SP,Murutinga do Sul,9,3343,1703,1640,13
SP,Nantes,167,2209,1135,1074,7
SP,Narandiba,261,4369,2239,2130,13
SP,Natividade da Serra,84,5629,2638,2991,22
SP,Nazaré Paulista,16,14369,7159,7210,48
SP,Neves Paulista,72,6991,3621,3370,22
SP,Nhandeara,162,7695,4041,3654,25
SP,Nipoã,77,3860,1868,1992,12
SP,Nova Aliança,126,5369,2786,2583,18
SP,Nova Campina,53,6904,3467,3437,23
SP,Nova Canaã Paulista,187,2302,1133,1169,7
SP,Nova Castilho,225,1354,659,695,4
SP,Nova Europa,13,7072,3616,3456,26
SP,Nova Granada,78,14568,7459,7109,51
SP,Nova Guataporanga,175,1995,1013,982,10
SP,Nova Independência,9,3466,1753,1713,13
SP,Nova Luzitânia,162,2662,1329,1333,8
SP,Nova Odessa,292,46464,24260,22204,142
SP,Novais,179,3918,1956,1962,14
SP,Novo Horizonte,79,28217,14506,13711,90
SP,Nuporanga,81,6029,3083,2946,23
SP,Ocauçu,180,3419,1720,1699,13
SP,Olímpia,80,41053,21478,19575,141
SP,Onda Verde,78,4324,2198,2126,14
SP,Oriente,180,5026,2613,2413,16
SP,Orindiúva,164,4963,2512,2451,17
SP,Orlândia,81,29206,15320,13886,102
SP,Osasco,213,75200,40685,34515,215
SP,Osasco,276,93152,49752,43400,277
SP,Osasco,277,78648,42360,36288,231
SP,Osasco,315,132875,72195,60680,375
SP,Osasco,331,122441,64704,57737,341
SP,Osasco,332,74789,40344,34445,200
SP,Oscar Bressane,12,2440,1288,1152,8
SP,Osvaldo Cruz,163,22675,12134,10541,80
SP,Ourinhos,82,75248,40241,35007,247
SP,Ouro Verde,149,5963,3143,2820,16
SP,Ouroeste,302,7921,4163,3758,22
SP,Pacaembu,196,7543,3947,3596,26
SP,Palestina,224,8939,4538,4401,30
SP,Palmares Paulista,111,7269,3595,3674,24
SP,Palmeira d'Oeste,232,7334,3711,3623,24
SP,Palmital,83,15902,8381,7521,48
SP,Panorama,175,9890,5169,4721,39
SP,Paraguaçu Paulista,12,29719,15588,14131,96
SP,Paraibuna,84,13650,6867,6783,47
SP,Paranapanema,301,13364,6802,6562,41
SP,Paranapuã,427,3377,1685,1692,13
SP,Parapuã,163,7525,3908,3617,28
SP,Paraíso,171,4492,2271,2221,15
SP,Pardinho,26,6099,3047,3052,18
SP,Pariquera-Açu,228,14107,7215,6892,48
SP,Parisi,147,3081,1568,1513,9
SP,Patrocínio Paulista,46,10411,5366,5045,32
SP,Paulicéia,175,5906,2988,2918,18
SP,Paulistânia,7,1986,989,997,6
SP,Paulo de Faria,164,6007,3082,2925,20
SP,Paulínia,323,87222,45265,41957,241
SP,Pederneiras,86,32159,16488,15671,103
SP,Pedra Bela,298,4787,2387,2400,14
SP,Pedranópolis,302,2642,1289,1353,8
SP,Pedregulho,155,12085,6140,5945,42
SP,Pedreira,333,33095,17039,16056,108
SP,Pedrinhas Paulista,290,2721,1380,1341,9
SP,Pedro de Toledo,295,7880,4009,3871,27
SP,Penápolis,87,43204,23006,20198,159
SP,Pereira Barreto,88,18867,9828,9039,77
SP,Pereiras,41,6401,3212,3189,19
SP,Peruíbe,295,58358,31441,26917,174
SP,Piacatu,210,4448,2245,2203,15
SP,Piedade,89,41260,21037,20223,118
SP,Pilar do Sul,318,22173,11213,10960,63
SP,Pindamonhangaba,90,116597,61377,55220,396
SP,Pindorama,111,10360,5347,5013,38
SP,Pinhalzinho,136,11215,5700,5515,35
SP,Piquerobi,117,3103,1622,1481,9
SP,Piquete,68,10032,5334,4698,31
SP,Piracaia,92,21174,11016,10158,62
SP,Piracicaba,93,103905,55138,48767,320
SP,Piracicaba,244,45660,24019,21641,145
SP,Piracicaba,270,155031,82498,72533,442
SP,Piraju,94,21685,11429,10256,68
SP,Pirajuí,95,14602,7667,6935,59
SP,Pirangi,76,7787,4029,3758,29
SP,Pirapora do Bom Jesus,428,14025,7183,6842,41
SP,Pirapozinho,261,19119,10073,9046,66
SP,Pirassununga,96,54692,28638,26054,187
SP,Piratininga,23,9922,5180,4742,33
SP,Pitangueiras,98,24658,12477,12181,85
SP,Planalto,214,3933,1997,1936,12
SP,Platina,83,2750,1353,1397,8
SP,Poloni,77,4452,2293,2159,15
SP,Pompéia,99,15931,8323,7608,49
SP,Pongaí,95,2941,1457,1484,11
SP,Pontal,135,27924,14125,13799,101
SP,Pontalinda,152,3124,1524,1600,12
SP,Pontes Gestal,224,2349,1156,1193,8
SP,Populina,233,3642,1846,1796,12
SP,Porangaba,140,7373,3688,3685,19
SP,Porto Feliz,100,40225,20657,19568,117
SP,Porto Ferreira,194,39667,20899,18768,124
SP,Potim,190,12322,6436,5886,42
SP,Potirendaba,126,13740,7189,6551,41
SP,Poá,219,88693,46901,41792,273
SP,Pracinha,69,1446,746,700,5
SP,Pradópolis,197,13402,6850,6552,42
SP,Praia Grande,317,121878,67541,54337,337
SP,Praia Grande,406,135205,73649,61556,407
SP,Pratânia,129,4718,2332,2386,16
SP,Presidente Alves,95,3367,1696,1671,11
SP,Presidente Bernardes,165,10156,5281,4875,38
SP,Presidente Epitácio,195,29299,15612,13687,92
SP,Presidente Prudente,101,75939,41158,34781,288
SP,Presidente Prudente,402,86709,46486,40223,290
SP,Presidente Venceslau,102,26149,14152,11997,90
SP,Promissão,103,26272,13804,12468,83
SP,Quadra,355,4000,1971,2029,11
SP,Quatá,106,10077,5181,4896,33
SP,Queiroz,99,3243,1626,1617,11
SP,Queluz,42,7107,3623,3484,25
SP,Quintana,99,5147,2634,2513,16
SP,Rafard,38,7104,3611,3493,24
SP,Rancharia,106,22656,11887,10769,80
SP,Redenção da Serra,128,4232,1989,2243,13
SP,Regente Feijó,167,15453,8053,7400,67
SP,Reginópolis,95,4695,2397,2298,14
SP,Registro,172,44413,23204,21209,154
SP,Restinga,240,6777,3371,3406,20
SP,Ribeira,10,2906,1398,1508,12
SP,Ribeirão Bonito,107,8527,4362,4165,26
SP,Ribeirão Branco,53,14194,7106,7088,50
SP,Ribeirão Corrente,240,4388,2217,2171,12
SP,Ribeirão Grande,37,6300,3053,3247,25
SP,Ribeirão Pires,183,65807,34377,31430,201
SP,Ribeirão Pires,382,19005,9990,9015,61
SP,Ribeirão Preto,108,106121,57528,48593,356
SP,Ribeirão Preto,265,121547,66132,55415,367
SP,Ribeirão Preto,266,108995,58900,50095,341
SP,Ribeirão Preto,305,125168,68323,56845,372
SP,Ribeirão do Sul,313,3887,1979,1908,11
SP,Ribeirão dos Índios,117,1917,1006,911,7
SP,Rifaina,155,5120,2528,2592,16
SP,Rincão,239,7130,3617,3513,27
SP,Rinópolis,210,7286,3773,3513,24
SP,Rio Claro,110,83034,44563,38471,236
SP,Rio Claro,288,65706,34710,30996,210
SP,Rio Grande da Serra,382,33517,17275,16242,115
SP,Rio das Pedras,244,25228,12759,12469,83
SP,Riolândia,164,6972,3583,3389,21
SP,Riversul,56,4486,2278,2208,16
SP,Rosana,330,14190,7357,6833,52
SP,Roseira,190,8185,4236,3949,30
SP,Rubinéia,187,3844,1923,1921,12
SP,Rubiácea,151,2377,1196,1181,9
SP,Sabino,297,4325,2219,2106,14
SP,Sagres,163,2069,1080,989,7
SP,Sales,207,5282,2694,2588,15
SP,Sales Oliveira,81,8434,4381,4053,30
SP,Salesópolis,112,14523,7224,7299,51
SP,Salmourão,69,3837,1921,1916,12
SP,Saltinho,270,7024,3610,3414,19
SP,Salto,221,93182,48560,44622,271
SP,Salto Grande,313,6491,3386,3105,19
SP,Salto de Pirapora,294,30774,15922,14852,86
SP,Sandovalina,261,4856,2313,2543,14
SP,Santa Adélia,111,10651,5428,5223,39
SP,Santa Albertina,427,4989,2552,2437,17
SP,Santa Branca,112,11709,5933,5776,43
SP,Santa Bárbara d'Oeste,186,136223,71047,65176,395
SP,Santa Clara d'Oeste,187,2429,1223,1206,7
SP,Santa Cruz da Conceição,188,4077,2068,2009,11
SP,Santa Cruz da Esperança,32,2341,1185,1156,7
SP,Santa Cruz das Palmeiras,39,21380,10924,10456,65
SP,Santa Cruz do Rio Pardo,114,33538,17605,15933,99
SP,Santa Ernestina,139,5002,2488,2514,15
SP,Santa Fé do Sul,187,25373,13599,11774,80
SP,Santa Gertrudes,243,18880,9493,9387,60
SP,Santa Isabel,115,41269,21248,20021,129
SP,Santa Lúcia,239,6310,3191,3119,29
SP,Santa Maria da Serra,130,4187,2168,2019,13
SP,Santa Mercedes,175,2658,1309,1349,11
SP,Santa Rita d'Oeste,187,2449,1256,1193,7
SP,Santa Rita do Passa Quatro,116,19823,10565,9258,61
SP,Santa Rosa de Viterbo,133,17838,9305,8533,58
SP,Santa Salete,427,1797,872,925,6
SP,Santana da Ponte Pensa,187,1958,973,985,6
SP,Santana de Parnaíba,428,107921,57190,50731,297
SP,Santo Anastácio,117,14910,7912,6998,47
SP,Santo André,156,101989,55129,46860,322
SP,Santo André,263,101765,54255,47510,307
SP,Santo André,264,77387,41752,35635,240
SP,Santo André,306,88659,47943,40716,282
SP,Santo André,307,95843,51317,44526,280
SP,Santo André,383,101792,54507,47285,304
SP,Santo Antônio da Alegria,202,5658,2854,2804,20
SP,Santo Antônio de Posse,333,16160,8305,7855,54
SP,Santo Antônio do Aracanguá,299,7164,3540,3624,27
SP,Santo Antônio do Jardim,91,5150,2586,2564,18
SP,Santo Antônio do Pinhal,314,5993,3010,2983,20
SP,Santo Expedito,182,2661,1367,1294,9
SP,Santos,118,113542,61552,51990,400
SP,Santos,272,108187,60455,47732,334
SP,Santos,273,120354,68177,52177,329
SP,Santópolis do Aguapeí,25,3173,1649,1524,11
SP,Sarapuí,52,7307,3693,3614,26
SP,Sarutaiá,234,3204,1611,1593,11
SP,Sebastianópolis do Sul,77,3004,1513,1491,9
SP,Serra Azul,109,7287,3671,3616,24
SP,Serra Negra,134,21929,11631,10298,82
SP,Serrana,109,33087,17189,15898,99
SP,Sertãozinho,135,91738,47890,43848,308
SP,Sete Barras,172,10064,5028,5036,37
SP,Severínia,80,11484,5689,5795,39
SP,Silveiras,145,5357,2692,2665,18
SP,Socorro,136,29829,15469,14360,94
SP,Sorocaba,137,76312,41374,34938,275
SP,Sorocaba,271,95884,51351,44533,270
SP,Sorocaba,342,112982,59547,53435,327
SP,Sorocaba,343,91401,48777,42624,315
SP,Sorocaba,356,140254,74304,65950,471
SP,Sud Mennucci,88,5972,3045,2927,22
SP,Sumaré,230,74914,39051,35863,208
SP,Sumaré,362,122023,63734,58289,369
SP,Suzano,181,125946,66918,59028,402
SP,Suzano,415,105704,56313,49391,313
SP,Suzanápolis,88,2940,1469,1471,9
SP,São Bento do Sapucaí,314,9019,4628,4391,32
SP,São Bernardo do Campo,174,107814,57439,50375,402
SP,São Bernardo do Campo,283,104095,56077,48018,318
SP,São Bernardo do Campo,284,102835,56174,46661,314
SP,São Bernardo do Campo,296,100100,53580,46520,301
SP,São Bernardo do Campo,409,103031,54596,48435,322
SP,São Bernardo do Campo,414,103829,56130,47699,347
SP,São Caetano do Sul,166,67974,37020,30954,188
SP,São Caetano do Sul,269,76999,42286,34713,196
SP,São Carlos,121,106899,56126,50773,324
SP,São Carlos,410,85428,45227,40201,250
SP,São Francisco,232,2479,1255,1224,9
SP,São Joaquim da Barra,123,35516,18602,16914,104
SP,São José da Bela Vista,240,6907,3457,3450,22
SP,São José do Barreiro,18,3604,1771,1833,12
SP,São José do Rio Pardo,124,38853,20465,18388,120
SP,São José do Rio Preto,125,88160,48209,39951,273
SP,São José do Rio Preto,267,141908,77285,64623,442
SP,São José do Rio Preto,268,106004,57397,48607,321
SP,São José dos Campos,127,135715,71840,63875,401
SP,São José dos Campos,282,76763,40035,36728,247
SP,São José dos Campos,411,137786,72378,65408,402
SP,São José dos Campos,412,177715,95322,82393,503
SP,São João da Boa Vista,122,66314,35142,31172,200
SP,São João das Duas Pontes,233,2209,1121,1088,8
SP,São João de Iracema,225,1817,929,888,5
SP,São João do Pau d'Alho,175,1904,944,960,8
SP,São Lourenço da Serra,201,11704,5964,5740,39
SP,São Luís Do Paraitinga,128,10102,4941,5161,30
SP,São Manuel,129,28934,14944,13990,107
SP,São Miguel Arcanjo,318,24094,12157,11937,84
SP,São Paulo,1,143111,74387,68724,463
SP,São Paulo,2,151350,83732,67618,438
SP,São Paulo,3,139995,71833,68162,432
SP,São Paulo,4,133878,72558,61320,386
SP,São Paulo,5,120689,65807,54882,341
SP,São Paulo,6,162831,89914,72917,444
SP,São Paulo,20,163663,89350,74313,454
SP,São Paulo,246,155045,83797,71248,458
SP,São Paulo,247,156785,84132,72653,512
SP,São Paulo,248,154381,83445,70936,423
SP,São Paulo,249,107027,58402,48625,341
SP,São Paulo,250,129024,69695,59329,379
SP,São Paulo,251,111741,61239,50502,326
SP,São Paulo,252,109109,59774,49335,339
SP,São Paulo,253,156111,85628,70483,495
SP,São Paulo,254,147261,79289,67972,467
SP,São Paulo,255,181059,99508,81551,535
SP,São Paulo,256,173720,94768,78952,485
SP,São Paulo,257,171632,93948,77684,506
SP,São Paulo,258,184514,101585,82929,550
SP,São Paulo,259,151186,83347,67839,447
SP,São Paulo,260,176639,96475,80164,513
SP,São Paulo,280,164635,88998,75637,491
SP,São Paulo,320,180081,99286,80795,511
SP,São Paulo,325,147511,80326,67185,439
SP,São Paulo,326,151215,81444,69771,476
SP,São Paulo,327,170789,92455,78334,533
SP,São Paulo,328,177152,97440,79712,502
SP,São Paulo,346,184090,98829,85261,511
SP,São Paulo,347,170212,92935,77277,481
SP,São Paulo,348,161632,88194,73438,486
SP,São Paulo,349,128014,70156,57858,391
SP,São Paulo,350,178765,96920,81845,516
SP,São Paulo,351,129643,71450,58193,373
SP,São Paulo,352,173484,93811,79673,525
SP,São Paulo,353,179502,96798,82704,555
SP,São Paulo,371,195053,105256,89797,551
SP,São Paulo,372,236662,127845,108817,657
SP,São Paulo,373,162386,88834,73552,499
SP,São Paulo,374,207372,113896,93476,616
SP,São Paulo,375,171981,92925,79056,543
SP,São Paulo,376,180178,98362,81816,525
SP,São Paulo,381,205652,110477,95175,631
SP,São Paulo,389,149486,80694,68792,422
SP,São Paulo,390,118445,65005,53440,360
SP,São Paulo,392,123481,67391,56090,405
SP,São Paulo,397,180810,97240,83570,518
SP,São Paulo,403,146516,80063,66453,424
SP,São Paulo,404,191044,105190,85854,568
SP,São Paulo,405,106407,58973,47434,306
SP,São Paulo,408,167602,91664,75938,470
SP,São Paulo,413,150071,83057,67014,414
SP,São Paulo,417,124153,67562,56591,343
SP,São Paulo,418,193104,105401,87703,522
SP,São Paulo,420,116129,63668,52461,366
SP,São Paulo,421,172376,93200,79176,543
SP,São Paulo,422,144287,79370,64917,414
SP,São Pedro,130,27968,14928,13040,90
SP,São Pedro do Turvo,114,5615,2842,2773,15
SP,São Roque,131,59360,31209,28151,182
SP,São Sebastião,132,66874,34635,32239,211
SP,São Sebastião da Grama,229,8338,4269,4069,31
SP,São Simão,133,11080,5747,5333,34
SP,São Vicente,177,106498,58643,47855,334
SP,São Vicente,340,146875,79060,67815,432
SP,Tabapuã,179,8700,4452,4248,27
SP,Tabatinga,49,10611,5332,5279,42
SP,Taboão da Serra,324,92169,49885,42284,266
SP,Taboão da Serra,416,116994,63570,53424,330
SP,Taciba,167,4979,2584,2395,20
SP,Taguaí,234,9055,4796,4259,30
SP,Taiaçu,61,4475,2277,2198,15
SP,Taiúva,61,4369,2207,2162,15
SP,Tambaú,116,15805,8246,7559,52
SP,Tanabi,138,19610,10103,9507,63
SP,Tapiratiba,30,9203,4791,4412,29
SP,Tapiraí,89,6120,3149,2971,20
SP,Taquaral,98,2273,1138,1135,7
SP,Taquaritinga,139,37964,19960,18004,125
SP,Taquarituba,236,17871,9281,8590,64
SP,Taquarivaí,53,5011,2519,2492,16
SP,Tarabai,261,5117,2631,2486,17
